,budget,genres,id,keywords,original_title,production_companies,release_date,revenue,runtime,title,vote_average,vote_count,profit,month,movie_id,cast
668,62000000,"[28, 18, 53]",9331,"[441, 470, 502, 591, 720, 818, 840, 1589, 1812, 2148, 2149, 2532, 3045, 3070, 3074, 3547, 5265, 6091, 7336, 10175, 10410, 10950, 11106, 14819, 155723, 226620]",Clear and Present Danger,"[4, 2767]",1994-08-03,215887717,141.0,Clear and Present Danger,6.4,386,153887717,8,9331,"[3, 5293, 10427, 22462, 15319, 1166, 15417, 30488, 4589, 58650, 40393, 2155, 37042, 3382, 75201, 15152, 11769, 19974]"
669,64000000,"[35, 80]",9072,"[1009, 2393, 2587, 5290, 15009]",Little Man,"[497, 1608]",2006-08-31,101595121,98.0,Little Man,5.3,261,37595121,8,9072,"[9562, 35690, 11703, 56902, 56903, 58058]"
670,62000000,"[28, 18, 53, 10752]",3536,"[339, 1956, 6790, 10364]",U-571,"[33, 104, 10308]",2000-04-20,127666415,116.0,U-571,6.1,340,65666415,4,3536,"[10297, 2053, 1037, 32362, 18181, 3491, 4177, 22133, 4729, 32363, 233191]"
671,62000000,"[35, 18, 10749]",9087,"[833, 840, 1605, 33476, 211505]",The American President,"[5, 97]",1995-11-17,107879496,106.0,The American President,6.5,195,45879496,11,9087,"[3392, 516, 521, 8349, 63279, 112080, 20767, 19839, 3037, 42133, 61980, 78494, 42003, 131642, 43115, 4251, 43978, 92808]"
672,62000000,"[35, 10749]",12177,"[6075, 6483, 8616, 10267, 10540, 14636, 180824, 192394, 195730, 196271, 208470, 208471, 208473]",The Love Guru,"[4, 11843, 15742]",2008-06-20,41819064,87.0,The Love Guru,4.3,242,-20180936,6,12177,"[12073, 56731, 12111, 71530, 22122, 10987, 187644, 41379, 2282, 71531, 58769, 84407, 5576, 52052, 6240, 4720, 90748, 84292, 1218277]"
673,62000000,"[28, 12, 35, 53, 80]",12138,"[585, 1375, 3607, 5694, 159449, 179431]",3000 Miles to Graceland,"[1403, 6194, 10210]",2001-02-23,18720175,125.0,3000 Miles to Graceland,5.8,178,-43279825,2,12138,"[6856, 1269, 14405, 2224, 7166, 15234, 16165, 126418, 19159, 71913, 21411, 3218, 583061]"
674,44000000,"[80, 18, 9648, 37]",273248,"[801, 1016, 1262, 2398, 7150, 33600, 156783, 187321]",The Hateful Eight,"[215, 308, 1811]",2015-12-25,155760117,167.0,The Hateful Eight,7.6,4274,111760117,12,273248,"[2231, 6856, 10431, 27740, 76961, 3129, 147, 6905, 87312, 1133063, 20494, 47859, 1194944, 1198202, 183519, 1485552, 38673, 138]"
675,53000000,"[28, 35, 18]",9955,"[271, 2070, 6075, 9823, 157168]",Blades of Glory,[7],2007-03-30,0,93.0,Blades of Glory,5.9,569,-53000000,3,9955,"[23659, 53926, 21200, 56322, 51856, 886, 8977, 71530, 32907, 60939, 28637, 60940, 52997, 39214, 38709, 60941, 10775, 60943, 38526, 60944, 166931, 36422, 1226851, 1226887, 1226343, 204665, 942254, 15012, 1402117]"
676,63000000,"[16, 35, 10751]",50359,"[6285, 8631, 9921, 9923, 179430, 209220]",Hop,"[33, 6704]",2011-03-30,183953723,95.0,Hop,5.5,331,120953723,3,50359,"[59919, 11006, 53862, 5587, 20, 21163, 41419, 211937, 28238, 151254, 523952]"
677,65000000,"[28, 12, 10752]",1271,"[3597, 5538, 5539, 6092, 8637, 14704, 171603, 190999]",300,"[449, 923, 2994, 2995, 6194, 7636, 78685]",2006-12-09,422610419,117.0,300,7.0,4997,357610419,12,1271,"[17276, 17286, 17287, 1371, 9831, 17288, 17292, 17290, 17291, 17289, 17293, 17294, 230, 963118, 1089920, 181248, 68278, 115596, 29463, 1089919, 306574, 96594, 1330747, 119708, 29468, 1089921, 218899, 1089927, 105496, 47934, 125686, 207881, 1089929, 1089930, 1330745, 1330746, 90467, 143395, 1142866, 1089928, 1330749, 1330750, 181247, 112692, 102742, 1177316, 1330751, 1330752, 1330753, 1330754, 1330755, 1330756, 1177458, 1330757, 70786, 1330758, 1330759, 1330760, 1330762, 1330764, 1330766, 190088, 1330767, 1330768, 1330769, 1330770, 84586, 1330771, 1330772, 1330773, 1297965, 119250, 1330774, 1330775, 1330776, 1330777, 1330778, 1330779, 1330780, 1330781, 1077782, 1330782, 101218, 60652, 101253, 1330783, 1330784]"
678,80000000,"[35, 10749]",693,"[591, 970, 1196, 2088, 2606, 3453, 3454, 3455, 3456, 6188, 18035, 183886]",Meet the Fockers,"[27, 33, 2242, 11391]",2004-12-22,516642939,115.0,Meet the Fockers,6.1,1373,436642939,12,693,"[7399, 10399, 380, 4483, 10400, 10401, 1462, 10402, 10403, 887, 52957, 1003453, 1003454, 149665, 155393, 29795, 172201, 963693, 44948]"
679,60000000,"[35, 10751]",14306,"[736, 818, 8841, 15162, 179431, 209064, 230873]",Marley & Me,"[5219, 6332]",2008-12-25,244082376,115.0,Marley & Me,6.9,1343,184082376,12,14306,"[887, 4491, 58115, 3391, 1903, 18052, 58754, 43366, 61011, 965819, 979104, 204629, 979105, 1077801, 76540, 159985, 27544, 12224, 53931, 14108, 171955, 1077803, 1077804, 1077805, 1077806, 1077807, 208043, 1077809, 1025968, 1077810, 915692, 1077811, 1077813, 939760, 1077814, 992174]"
680,60000000,"[14, 18, 80]",497,"[531, 577, 791, 818, 2499, 2501, 2881, 5571, 9774, 11263, 156597, 167696, 180162, 214548]",The Green Mile,"[97, 3982, 6194]",1999-12-10,284600000,189.0,The Green Mile,8.2,4048,224600000,12,497,"[31, 61981, 52, 5149, 2505, 1276, 2169, 6807, 6804, 6806, 12834, 12645, 5048, 33, 6805, 128201, 6573, 139992, 1502939, 47533, 6580, 15011, 16555, 7473, 20093, 156052, 1371842, 944614, 148116, 158782, 94561, 74519, 1273427]"
681,0,"[28, 12, 35]",11199,"[1599, 7312, 11475, 14736, 168132, 168135, 168141, 176793, 178517]",Wild Hogs,"[6354, 9195]",2007-03-02,253625427,100.0,Wild Hogs,5.6,648,253625427,3,11199,"[12898, 8891, 78029, 3905, 11477, 3141, 11885, 22132, 50877, 1223903, 83600, 537, 172169, 172170, 58962, 1676936, 8949]"
682,150000000,"[16, 10751, 35]",9982,"[1357, 1415, 1826, 2479, 9951, 12392, 14909, 18165, 179431, 209714]",Chicken Little,"[2, 10217]",2005-11-04,314432665,81.0,Chicken Little,5.6,944,164432665,11,9982,"[5367, 3234, 40347, 18324, 1201, 12110, 61423, 27726, 61426, 61428, 61427, 20753, 11514, 61411, 2387, 12900, 9657, 26847, 6008, 61425, 1077829, 70287, 1077828, 61414]"
683,61000000,"[9648, 53, 18]",210577,"[818, 5809, 10941, 11513, 156091, 169962, 191199, 199073, 207431, 222665]",Gone Girl,"[306, 508, 10104, 15829, 22213, 60682]",2014-10-01,369330363,145.0,Gone Girl,7.9,5862,308330363,10,210577,"[880, 10882, 1308445, 41686, 80602, 21165, 11663, 1294, 1186505, 83872, 1345418, 467645, 15412, 52878, 59233, 6068, 149334, 166897, 1438995, 79079, 1439007, 549831, 1367129, 1439192, 1439207, 1192412, 1235973, 1439089, 1439098, 1439105, 118592, 1439112, 162828, 1439125, 1439141, 1439150, 1439155, 1439167, 1439180, 969294, 1439204, 1439213, 1439208, 1406682, 1400270, 1502378, 1048963, 1436357, 1564312, 139191, 1331193, 1554512, 93242, 1454084, 1080064, 1283330, 1583389, 1505171, 1583390, 1411659, 1419130, 239758, 1439921, 1349942, 74510, 1302210, 1256257, 1590738, 1745193, 1661085, 1709744, 1816403]"
684,60000000,"[28, 18, 9648, 53]",2501,"[90, 107, 782, 818, 1308, 1453, 1589, 3022, 3045, 4663, 10685, 10950, 14967, 15156, 15483, 33507, 159433, 164713, 174617, 185702, 187023, 187844, 188955]",The Bourne Identity,"[33, 7383, 7384, 7385, 11345]",2002-06-14,214034224,119.0,The Bourne Identity,7.3,3583,154034224,6,2501,"[1892, 679, 2955, 2296, 1248, 31164, 32458, 27740, 52419, 12041, 27198, 49965, 271623, 370383, 153938, 20471, 1117335, 153208, 44560, 26657, 1569163, 74113, 1780343, 43024, 39182, 1780344, 7029, 1237646, 1780345, 1156304, 1679183, 1780346, 1780347, 40745, 1780348, 1780349, 1780350, 1780351, 1780352, 1780353, 32360, 1780354, 1780355, 1780356, 1780357, 1780358, 1766366, 19080, 234702, 1780359, 1473866]"
685,58000000,"[12, 28, 53]",710,"[701, 769, 1308, 2812, 3268, 3272, 3278, 3376, 3531, 3560, 3561, 3562, 3563, 3564, 193008]",GoldenEye,"[60, 7576]",1995-11-16,352194034,130.0,GoldenEye,6.6,1174,294194034,11,710,"[517, 48, 10695, 10696, 10671, 5309, 3757, 1923, 10697, 10698, 9906, 10699, 10648, 10700, 10701, 55911, 27425, 6613, 29054, 41742]"
686,60000000,"[80, 18, 9648, 53]",2275,"[236, 703, 818, 910, 1402, 2340, 2483, 4595, 5340, 6078, 9665, 9826, 10085, 10410, 12365, 15300, 177185, 227890]",The General's Daughter,"[4, 21409, 25358, 38005]",1999-06-18,149705852,116.0,The General's Daughter,6.1,205,89705852,6,2275,"[8891, 289, 2505, 16327, 21474, 1473, 15864, 4512, 38571, 37206, 19227, 21179, 308843, 552473, 534, 1566830]"
687,60000000,"[35, 18]",37165,"[2147, 3979, 4565, 10328, 207063, 207064]",The Truman Show,"[4, 258]",1998-06-04,264118201,103.0,The Truman Show,7.8,4537,204118201,6,37165,"[206, 350, 11315, 11317, 228, 11318, 6579, 116898, 11321, 116899, 116900, 116901, 23119, 1912, 1048405, 13242, 6008, 58929, 1551, 154644, 1357694, 4492, 16542, 18359, 88950]"
688,70000000,"[12, 16, 18, 10751, 10402]",9837,"[488, 1160, 1949, 2226, 4152, 6088, 157894, 183814, 186939, 187056]",The Prince of Egypt,"[27, 521]",1998-12-15,218613188,99.0,The Prince of Egypt,6.8,817,148613188,12,9837,"[5576, 5469, 2387, 1160, 18277, 4785, 2047, 15735, 67773, 519, 51547, 169893, 91022, 1008838, 1008866, 130231, 1080300, 217524, 191335, 56490, 35093, 1231073]"
689,60000000,"[35, 10751]",10708,"[271, 3836, 4590, 10103, 156052]",Daddy Day Care,"[5, 497, 1302]",2003-05-03,164433867,92.0,Daddy Day Care,5.6,506,104433867,5,10708,"[776, 60074, 18324, 9788, 58478, 6751, 22082, 96072, 41420, 61409, 65240, 5657, 87056, 81083, 62563, 1038347, 74616, 85097, 18050, 53211, 56538, 1786648, 52868, 6860, 1786649, 1786652, 59786, 1786653, 981323, 59227, 42324, 58354, 61408, 148632, 142608, 214108, 17421, 1223828, 54648, 155625, 1786656, 46074, 60603, 155825, 1323219, 1786657, 55253, 1786658, 89708, 1786659, 1786661, 1786662]"
690,61000000,"[28, 35, 80]",136400,"[1568, 4654, 9717, 10594, 10718, 15363, 156805]",2 Guns,"[13, 2527, 10405, 11030]",2013-08-02,131940411,109.0,2 Guns,6.6,1589,70940411,8,136400,"[5292, 13240, 52851, 2053, 10430, 11006, 587, 31512, 1105706, 75330, 1502244, 931947, 1038511, 61568, 52801, 1358061, 186922, 1566766, 1289977, 1409504, 84756, 16459, 1183801, 52885, 1458990, 555652, 1757581, 1049735, 1260529, 1849414, 143261, 36135, 86536, 304845, 1849416, 179887, 1849417, 1410501, 1849418, 1172814, 1474965, 1849419, 1759634, 944326]"
691,60000000,"[35, 10751]",10992,"[1721, 6088, 8841, 12097, 209714]",Cats & Dogs,"[79, 172, 1757, 3169, 6194, 6363]",2001-07-04,93375151,87.0,Cats & Dogs,5.0,352,33375151,7,10992,"[4785, 20, 67817, 6199, 2219, 7447, 4038, 10017]"
692,60000000,"[28, 80]",9654,"[110, 387, 477, 720, 1201, 1262, 1321, 1552, 2157, 3713, 8430, 9714, 9728, 9748, 9826, 10051, 10476, 10604, 12391, 12670, 14601, 15234, 15300, 15483, 158584, 159510, 159511, 177958]",The Italian Job,"[2609, 10163]",2003-05-30,176070171,110.0,The Italian Job,6.6,1919,116070171,5,9654,"[13240, 6885, 819, 13922, 976, 4239, 2682, 55636, 53573, 237370, 58347, 58348, 58349, 58350, 58351, 58352, 58353, 58354, 237371, 237372, 44178, 61403]"
693,60000000,"[10749, 35]",2642,"[242, 6592, 9799, 10909, 12547, 196407]",Two Weeks Notice,"[79, 97, 172, 4258]",2002-12-19,93354918,101.0,Two Weeks Notice,5.9,487,33354918,12,2642,"[18277, 3291, 3128, 13314, 26715, 26716, 26717, 26718, 26719, 26720, 26721, 26722, 26723, 52947, 77644, 130749, 118043, 204249, 164036, 984489, 1571038, 77092, 1571039, 176695, 1571040, 33663]"
694,60000000,"[12, 16, 35, 10751]",8916,"[1402, 1701, 2346, 3126, 3640, 4967, 6091, 7376, 13065, 161248, 225061]",Antz,"[27, 520, 521]",1998-10-02,171757863,83.0,Antz,6.0,1272,111757863,10,8916,"[1243, 707, 10774, 2047, 193, 58184, 16866, 4251, 47773, 96595, 16483, 4430, 4690, 12077, 60741, 18863, 184330, 129297]"
695,70000000,"[35, 10749]",19899,"[2041, 2587, 5828, 6611, 8728, 9767, 18480, 179430, 179431, 215533, 215534]",Couples Retreat,"[33, 2796, 4403, 7295]",2009-09-19,171844840,113.0,Couples Retreat,5.3,588,101844840,9,19899,"[4937, 50463, 23532, 40462, 15277, 83586, 38025, 8265, 74610, 62066, 7242, 11115, 79124, 62067, 89462, 1003, 999790, 117885]"
696,60000000,[12],2119,"[6315, 6316, 9844]",Days of Thunder,"[4, 10288]",1990-06-27,157920733,107.0,Days of Thunder,5.9,353,97920733,6,2119,"[500, 3087, 2227, 1811, 2130, 17874, 4764, 21757, 771, 12132, 86923, 452]"
697,60000000,[35],9641,"[65, 1889, 4498, 5905, 7269, 9823, 33694]",Cheaper by the Dozen 2,"[306, 2575, 87840]",2005-12-21,129181830,94.0,Cheaper by the Dozen 2,5.7,526,69181830,12,9641,"[67773, 26510, 5149, 11824, 76996, 60393, 28639, 84214, 9829, 85140, 148617, 148618, 142635, 133926, 20377, 5958, 58965, 148615, 71861, 1223726, 20739, 15555]"
698,61000000,[28],294254,"[818, 836, 2158, 4458, 4565, 4884, 10562, 10685, 12377, 14527, 14673, 18034, 41412, 162344, 188950, 188957, 204967, 213987, 219843]",Maze Runner: The Scorch Trials,"[3672, 12292, 22213]",2015-09-09,311256926,132.0,Maze Runner: The Scorch Trials,6.4,3040,250256926,9,294254,"[527393, 115150, 25663, 4808, 49735, 12834, 3127, 1276, 1310760, 1036196, 1171570, 1251069, 968006, 1151637, 973667, 1112417, 78890, 53971, 1415436, 21088, 108036, 1576251, 1488513, 1673619, 1340889, 1446097, 1719996, 79211, 1719998, 1207564, 1094319, 307885, 1720434, 1574846, 1670754, 1505457, 223395]"
699,60000000,[18],38167,"[7348, 11322, 14636, 15160, 192096]",Eat Pray Love,"[5, 2455, 45778]",2010-08-12,204594016,133.0,Eat Pray Love,5.8,636,144594016,8,38167,"[1204, 17051, 3810, 8289, 28633, 19492, 1461222, 1461223, 1461232, 87192, 77264, 15109, 142192, 1456290, 1456290, 1456290, 1461233, 193141, 67737]"
700,60000000,"[35, 18, 10749, 14]",5994,"[1022, 34004, 184559, 207317, 231932, 231933]",The Family Man,[33],2000-12-12,0,125.0,The Family Man,6.5,521,-60000000,12,5994,"[2963, 4939, 1896, 3712, 38425, 2139, 47057, 47056, 47058, 12799, 1671456]"
701,58000000,"[28, 12, 35, 80, 53]",39514,"[591, 4948, 11325, 12355, 18115, 18117, 165909]",RED,"[429, 435, 491, 9993]",2010-10-13,71664962,111.0,RED,6.6,2808,13664962,10,39514,"[62, 6949, 15735, 18248, 1372, 3037, 1736, 192, 1248, 7502, 20402, 95635, 52702, 126257, 63858, 156511, 84227, 57881, 286987, 158459, 27267, 62072, 1585571, 1333065, 1381389, 112285, 141762, 1538457, 199811]"
702,55000000,[18],9563,"[579, 1482, 4613, 5621, 6075, 155802]",Any Given Sunday,"[431, 4198, 6194]",1999-12-16,100230832,163.0,Any Given Sunday,6.8,422,45230832,12,9563,"[1158, 6941, 6065, 4512, 134, 36424, 8654, 4774, 185731, 77896, 6383, 11885, 52366, 34485, 13567, 51359, 1286269, 19189, 10017, 16663, 51706, 14852, 3095, 84077, 155465, 1741390, 1741391, 1741392, 1505009, 1741393, 1741394, 166534, 1269562, 1741397, 171960, 1741401, 1741402, 1741403, 1023487, 1741404, 1741405, 1741406, 1741407, 1152, 1741408, 1231488, 1741409, 1741410, 1667819, 1741412, 1741414, 58925, 1741415, 572076, 1741419, 1741422, 1741428, 1741429, 1741430, 211602, 1616016, 1741432, 1653104, 1741435, 1741437, 1741438]"
703,60000000,"[18, 10749]",547,"[128, 242, 680, 1534, 2246, 2284, 2673, 2749, 2751, 2752, 2753, 2754, 2755, 5809, 6711, 9935, 10707, 18165, 18330]",The Horse Whisperer,"[316, 9195]",1998-05-14,186883563,170.0,The Horse Whisperer,6.7,292,126883563,5,547,"[4135, 5470, 4783, 1245, 1902, 2955, 1956, 7516, 7517, 7518, 7519, 7520, 7521, 7522, 7523, 7525, 7526, 7527, 7528, 7529, 79581]"
704,65000000,"[18, 80, 53]",1538,"[387, 444, 782, 1562, 1749, 1812, 2708, 6149, 12670, 13112, 14536, 15009, 163656]",Collateral,"[4, 27, 11084, 11463]",2004-08-04,217764291,120.0,Collateral,7.0,1451,152764291,8,1538,"[500, 134, 9575, 103, 36602, 14888, 43853, 8689, 3810, 163438, 55755, 72135, 155283, 154883, 5578, 53257, 43010, 1706221, 1213585, 976]"
705,60000000,"[28, 14, 12]",9334,"[1160, 1530]",The Scorpion King,"[33, 7385, 7588, 11462]",2002-04-16,165333180,92.0,The Scorpion King,5.3,779,105333180,4,9334,"[18918, 11024, 61981, 57340, 1369, 31511, 56857, 942, 106730, 16407, 1228834, 33688, 15998, 60653, 24968, 154011, 1054837, 61704]"
706,60000000,"[18, 28, 53]",11128,"[168110, 168115]",Ladder 49,"[877, 919, 9195, 10157, 53987]",2004-10-01,74541707,115.0,Ladder 49,6.2,207,14541707,10,11128,"[73421, 8891, 6857, 418, 9779, 21029, 4728, 19487, 104785, 9296]"
707,60000000,"[80, 18, 53]",75780,"[818, 1589, 5340, 6149, 180124]",Jack Reacher,"[4, 762, 6277, 21777]",2012-12-20,218340595,130.0,Jack Reacher,6.3,2998,158340595,12,75780,"[500, 10882, 28633, 35013, 6818, 224181, 1132335, 82631, 53259, 203630, 1056053, 3087, 162849, 2695, 1286869, 155042, 165293, 1286870, 219679, 1272959, 208762, 1124950, 1272961, 1799, 1055739, 1272962, 928356, 1286871, 1098033, 131422, 1286873, 1272901, 1056052, 1219514, 18475, 558923, 167110, 1286875, 1286876, 1286877, 1023800, 27687, 1286878, 1286879, 211964, 157081, 1272960]"
708,60000000,"[28, 878, 53]",8914,"[2988, 15097, 158101, 158108, 158111]",Deep Blue Sea,"[79, 6194, 28438, 28439]",1999-07-28,73648228,105.0,Deep Blue Sea,5.6,604,13648228,7,8914,"[11155, 9825, 36424, 4688, 2231, 1640, 28744, 106791, 139997, 141808, 6321, 67351, 61855, 60953, 141809, 141810, 141811, 15831]"
709,60000000,"[10402, 99]",13576,"[3490, 6027, 6029, 179430, 179431]",Michael Jackson's This Is It,[5],2009-10-28,0,111.0,This Is It,6.7,247,-60000000,10,13576,"[82702, 90778, 65310, 1449376, 1449377, 1449380, 1449381, 1449382, 1449383, 1449384]"
710,60000000,"[18, 53, 878]",39538,"[83, 2766, 4884, 6564, 6898, 9744, 13004, 14674, 14675, 14760, 17995]",Contagion,"[215, 508, 6194, 6735, 6736]",2011-09-08,137551594,106.0,Contagion,6.2,1325,77551594,9,39538,"[1892, 12052, 204, 9642, 8293, 2975, 17419, 5411, 49971, 1106973, 1107177, 15029, 84075, 1624949, 1394359, 1570276, 827, 1396335]"
711,0,"[35, 12, 80]",10628,"[1322, 5090, 5657, 160488, 208662]",Kangaroo Jack,"[97, 130, 6194]",2003-01-17,0,89.0,Kangaroo Jack,4.3,203,0,1,10628,"[3035, 18471, 13241, 4690, 335, 20982, 40403]"
712,60000000,"[16, 10751]",14836,"[1566, 4484, 10668, 33465, 33466, 33467, 33468, 179430, 179431]",Coraline,"[10146, 11537]",2009-02-05,124596398,100.0,Coraline,7.3,1386,64596398,2,14836,"[501, 10742, 12094, 5539, 65827, 77344, 55426, 6972]"
713,60000000,"[53, 878]",8645,"[3352, 5096, 6711, 14798, 187291]",The Happening,"[158, 306, 444, 2320, 12236]",2008-06-11,163403799,91.0,The Happening,4.9,950,103403799,6,8645,"[13240, 11664, 5723, 35654, 52462, 18290, 55426, 1479, 239271, 2394, 171633, 11614, 2841, 210824, 164494, 1209900, 127070, 100567, 1564329, 1564332, 1343298, 150212]"
714,70000000,"[28, 18, 53, 80]",9509,"[534, 591, 1930, 2913, 3036, 3088, 10668, 15156, 33457, 156816, 181117, 182733]",Man on Fire,"[508, 711, 1171, 1645, 10104]",2004-04-23,130293714,146.0,Man on Fire,7.3,1553,60293714,4,9509,"[5292, 501, 47775, 8329, 4690, 3753, 10768, 69865, 2295, 23877, 18468, 1181464]"
715,50000000,"[35, 10751]",10067,"[494, 970, 1022, 1157, 4375, 5133, 5600, 10909, 15162, 18035, 41538]",The Shaggy Dog,"[2, 10227, 12626]",2006-03-09,61112916,98.0,The Shaggy Dog,4.5,137,11112916,3,10067,"[12898, 38025, 2047, 35654, 3223, 62760, 26852, 58184, 42324, 62763, 62762, 4492, 62761, 59231, 25711, 60951, 62764, 62765, 62766, 42141, 1741409]"
716,60000000,"[35, 80]",9384,"[167715, 167724, 167726]",Starsky & Hutch,"[433, 6194, 7405, 12178, 53610]",2004-03-05,170268750,101.0,Starsky & Hutch,5.6,644,110268750,3,9384,"[7399, 887, 19767, 9811, 4937, 3196, 23532, 28639, 23659, 20189, 65641, 60952, 1622591, 16580, 2969, 59841, 1776391, 1496467, 1107306, 10872, 1776392, 12988, 15956, 151121, 55275, 59844, 1430636, 1776393, 6396, 165214, 53256, 1776394, 111514, 1906, 52860, 1776395, 205394, 130733, 28101, 97260, 1776400, 1776401, 1776402, 46074, 1776403, 1776404, 1776405, 1776406, 1776407, 1503030, 179688, 1212446, 1776408, 1773681, 1220575, 1776409, 1773910, 928295, 1776410, 1776372, 1769685, 143244, 168925, 1776411, 557791, 1223005, 1775886, 1347276, 1235851, 1226626, 1776412, 1622614, 1776373, 1693813, 1752319, 1562235, 1776415, 1775926, 1622616, 59544, 1776417, 1776418, 1776419, 92188]"
717,60000000,"[10751, 35]",9279,"[65, 1441, 1991, 4290, 6300, 207317, 210190, 210191]",Jingle All the Way,"[306, 436]",1996-11-15,129832389,89.0,Jingle All the Way,5.5,575,69832389,11,9279,"[1100, 14104, 57119, 12931, 33196, 80742, 35159, 26485, 981033, 129317, 1410997, 13640, 13591, 188377, 51382, 31471, 54348, 13645, 151042, 87003]"
718,66000000,"[14, 28, 878]",1487,"[4252, 5572, 9665, 9715, 11627, 12208, 15001, 156174, 174406, 174413, 179431]",Hellboy,"[497, 552, 840, 21497]",2004-04-02,99318987,122.0,Hellboy,6.5,2225,33318987,4,1487,"[2372, 11826, 17283, 5049, 4175, 10841, 12359, 66268, 66269, 17199, 25730, 25659, 17005, 1390260, 1661791, 141493, 1773789, 58475, 211681, 1756348, 10847]"
719,70000000,[18],9422,"[3836, 5212, 6145, 8097, 10909, 49960]",A Civil Action,"[4, 316, 9195]",1998-03-05,56702901,115.0,A Civil Action,6.1,109,-13297099,3,9422,"[8891, 3087, 4252, 3905, 6752, 11621, 12074, 8183, 31514, 96554, 4691, 11275, 6486, 76526, 2226, 137529, 1473, 1214402, 78597]"
720,60000000,"[10751, 16, 12, 35]",77174,"[2723, 10121, 10541, 10623, 162846, 175387, 179430, 181755, 181820, 181822, 181834, 215191]",ParaNorman,"[10146, 11537]",2012-08-03,107139399,90.0,ParaNorman,6.7,789,47139399,8,77174,"[113505, 558925, 8338, 84223, 1893, 41087, 60074, 54691, 1230, 36802, 1369, 24357, 92087, 204131, 113916, 1714288, 42160, 105659, 17641, 60272, 1229811]"
721,60000000,"[28, 53, 12, 80]",4824,"[1812, 2106, 2708]",The Jackal,"[33, 657, 762, 4650, 7237, 11462, 15278, 23932, 54502]",1997-11-14,159330280,124.0,The Jackal,6.1,527,99330280,11,4824,"[62, 1205, 16897, 6200, 18999, 70851, 2598, 41742, 41743, 41744, 18307, 41745, 41746, 44233, 3205, 167561, 41249, 10655, 57093, 54014, 940950, 83838, 361969, 174241, 30365, 1091218, 173668, 1091222, 181359, 208490, 155547, 1015988, 281638, 74587, 1091236, 1091239, 1091241, 203467, 1091246, 1091247, 1215378, 1091248, 28477, 86573, 44127, 61323, 1091249, 1091250, 1091251, 1091252]"
